PROGRAMA	NOMBRE	FECHA	TORNEO	HORA	COD	MINIMO	LOCAL	L	E	V	VISITA	LoE	LoV	EoV	1TL	1TE	1TV	2TL	2TE	2TV	L/L	E/L	V/L	L/E	E/E	V/E	L/V	E/V	V/V	-1.5	+1.5	-2.5	+2.5	-3.5	+3.5	0-1	2-3	4+	A	NA	I	P	FLAG	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	SVN	10:15	1462	3	KOPER	4.60	3.60	1.52	MARIBOR	2.02	1.14	1.07	4.75	2.15	2.00	4.50	2.45	1.80	-	-	-	-	-	-	-	-	-	3.75	1.10	1.92	1.58	1.28	2.50	3.75	1.72	2.50	1.62	1.88			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	LVA	10:30	1467	3	FS METTA/LU	2.45	3.30	2.25	BFC DAUGAVPILS	1.41	1.17	1.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL2	10:40	1469	3	ARKA GDYNIA	1.68	3.40	4.20	SANDECJA NOWY SACZ	1.12	1.20	1.88	2.35	2.02	4.30	2.12	2.35	4.00	2.80	4.60	23.00	14.00	5.25	15.00	32.00	8.75	6.25	3.00	1.22	1.58	1.92	1.15	3.50	3.00	1.72	3.50	1.80	1.70			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	DEN	11:00	1471	3	AALBORG	1.88	3.50	3.20	VEJLE	1.22	1.18	1.67	2.60	1.98	3.90	2.35	2.25	3.60	3.25	4.90	25.00	14.00	4.60	15.00	28.00	7.50	5.75	3.30	1.18	1.90	1.60	1.20	3.10	3.30	1.75	3.10	1.62	1.88			dk.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	DEN	11:00	1472	3	NORDSJAELLAND	2.40	3.45	2.35	RANDERS	1.42	1.19	1.40	2.90	2.18	2.90	2.70	2.50	2.70	3.90	6.00	25.00	14.00	5.25	14.00	25.00	6.00	3.90	4.75	1.06	2.05	1.50	1.42	2.25	4.75	1.85	2.25	1.38	2.35			dk.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	NOR2	11:00	1478	3	BRYNE	2.90	3.25	2.02	RANHEIM	1.53	1.19	1.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			no.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	NOR2	11:00	1479	3	KFUM OSLO	2.40	3.40	2.30	HAM KAM	1.41	1.17	1.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			no.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	NOR2	11:00	1480	3	RAUFOSS	3.18	3.47	1.82	AALESUND	1.66	1.16	1.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			no.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	NOR2	11:00	1481	3	START	1.57	3.62	4.25	JERV	1.10	1.15	1.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			no.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	NOR2	11:00	1482	3	STJORDALS/BLINK	3.87	3.72	1.61	SOGNDAL	1.90	1.14	1.12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			no.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL3	11:00	1484	3	KKS 1925 KALISZ	2.55	3.05	2.35	GORNIK POLKOWICE	1.39	1.22	1.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	SVKC	11:00	1486	3	SLOVAN BRATISLAVA	1.45	4.00	4.75	ZILINA	1.06	1.11	2.17	1.85	2.35	4.60	1.70	2.75	4.40	-	-	-	-	-	-	-	-	-	5.25	1.01	2.60	1.30	1.60	1.80	5.25	2.00	1.80	1.38	2.35			sk.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	PE2	11:00	1799	3	UNION COMERCIO	1.70	3.40	3.75	CULTURAL SANTA ROSA	1.13	1.17	1.78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.85	1.65	-	-	-	-	-	-	-			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	BEL	11:30	1490	1	OOSTANDE	2.25	3.50	2.45	MECHELEN	1.37	1.17	1.44	2.55	2.25	3.20	2.35	2.55	2.95	3.30	5.50	22.00	13.00	5.75	14.00	28.00	7.00	4.50	5.00	1.05	2.25	1.42	1.48	2.10	5.00	1.90	2.10	1.35	2.45			be.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	BULC	11:30	1491	3	ARDA KURDZHALI	7.25	3.70	1.33	CSKA SOFIA	2.45	1.12	-	7.75	1.95	1.85	7.00	2.30	1.65	-	-	-	-	-	-	-	-	-	2.60	1.25	1.50	2.05	1.10	3.75	2.60	1.68	3.75	2.30	1.40			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	LVA	11:30	1493	3	VALMIERA FK	1.81	3.30	3.45	LIEPAJA	1.17	1.19	1.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
